Aachen	Aachenu
porazit	porazíme
porazitelný	neporazitelná
porazitelný	neporazitelné
porazitelný	neporazitelný
porazitelný	porazitelnou
porážka	porážce
porážka	porážkách
porážka	porážkou
porážka	porážku
porážka	porážky
porce	porci
porcelán	porcelánu
porcelánový	porcelánové
porcelánový	porcelánových
porevoluční	porevolučního
pořezat	pořezal
pořídit	pořídil
pořídit	pořízeny
pořizovat	pořizují
pornografie	pornografii
Pornosek	Pornoseku
poroba	porobě
poroba	porobou
poroba	poroby
porod	porodech
porod	porody
porodit	porodí
porodit	porodila
porodnice	porodnici
porodnický	porodnické
porodnický	porodnického
porodník	porodníka
porost	porostech
porost	porostu
porostlý	porostlým
porota	porotu
poroučet	poroučí
porozumění	porozuměním
porozuměný	porozumění
porozumět	porozuměl
portál	portálem
portrét	portrétem
portrét	portrétu
portrét	portréty
Portugalec	Portugalcům
Portugalsko	Portugalska
portugalský	portugalských
portugalský	portugalským
porucha	poruchami
porucha	poruchy
poručík	poručíkem
poručit	poručeno
poručit	poručí
poručit	poručil
poručník	poručníka
poručníkování	poručníkováním
porušený	neporušené
porušený	neporušený
porušený	porušené
porušený	porušení
porušený	porušených
porušit	porušeno
porušit	poruší
porušit	porušil
porušit	porušila
porušit	porušili
porušovat	porušován
porušovat	porušuje
porušovat	porušují
porůst	porostu
posadit	posadil
posadit	posadilo
posadit	posazeny
posádka	posádek
posádka	posádkou
posádka	posádku
posádka	posádky
posbírat	posbírejte
poschoďový	poschoďových
poschovávat	poschovávaly
posedět	poseděl
posedlost	posedlosti
posel	posla
posel	poslech
posel	poslu
pošeptat	pošeptá
pošetilost	pošetilosti
posila	posilou
posila	posilu
posila	posily
posílat	posílá
posílat	posílají
posílat	posílal
posílat	posílali
posílat	posílány
posílený	posílení
posílit	posílen
posílit	posílena
posílit	posílila
posilovat	posilovali
posilovat	posiluje
posilovna	posilovně
posilovna	posilovny
posít	posel
posít	posily
poškádlit	poškádlil
poskakovat	poskakovali
poskakovat	poskakovalo
poskládat	poskládal
poskočit	poskočil
poskočit	poskočilo
poškodit	nepoškodit
poškodit	poškodí
poškodit	poškodil
poškozený	poškozené
poškozený	poškozeného
poškozený	poškození
poškozený	poškozeným
poškozovat	poškozují
poškrábat	poškrábal
poskvrnit	poskvrnil
poskytnout	neposkytl
poskytnout	poskytl
poskytnout	poskytli
poskytnout	poskytlo
poskytnout	poskytly
poskytnout	poskytne
poskytnout	poskytnou
poskytnutý	poskytnuté
poskytnutý	poskytnutém
poskytovaný	poskytované
poskytovaný	poskytovaného
poskytovat	neposkytuje
poskytovat	neposkytují
poskytovat	poskytoval
poskytovat	poskytovala
poskytovat	poskytovalo
poskytovat	poskytovaly
poskytovat	poskytovány
poskytovat	poskytuje
poskytovat	poskytují
poslanec	poslance
poslanec	poslancem
poslanec	poslanci
poslanec	poslancích
poslanec	poslanců
poslanec	poslancům
poslanecký	poslanecká
poslanecký	poslanecké
poslanecký	poslaneckého
poslanecký	poslaneckému
poslanecký	poslaneckou
poslanecký	poslaneckých
poslanecký	poslaneckým
poslanecký	poslaneckými
poslání	posláním
poslat	nepošle
poslat	poslal
poslat	poslala
poslat	poslali
poslat	poslaly
poslat	poslán
poslat	poslána
poslat	pošle
poslat	pošlou
poslat	pošlu
poslech	poslechu
poslechnout	neposlechl
poslechnout	neposlechne
poslechnout	poslechl
poslední	neposlední
poslední	posledních
poslední	posledního
poslední	posledním
poslední	posledními
poslední	poslednímu
poslouchat	poslouchá
poslouchat	poslouchal
poslouchat	poslouchala
poslouchat	poslouchali
poslouchat	poslouchám
poslouchat	poslouchej
poslouchat	poslouchejte
posloupnost	posloupnosti
posloužit	neposloužilo
posloužit	poslouží
posloužit	posloužil
posluchač	posluchače
posluchač	posluchačem
posluchač	posluchači
posluchač	posluchačů
posluchač	posluchačům
posluchačstvo	posluchačstvu
posluchačův	posluchačově
poslušnost	neposlušností
poslušnost	poslušnosti
poslušnost	poslušností
poslušný	poslušen
poslušný	poslušná
pošlý	pošlou
posměch	posměchem
posměch	posměchu
posměšek	posměškům
posměšný	posměšná
posměšný	posměšnou
posmívat	posmívala
posoudit	posoudí
posoudit	posoudila
posoudit	posouzena
posouvat	posouvá
posouvat	posouvalo
posouvat	posouvaly
posouvat	posouvány
posouzený	posouzení
pospat	pospal
pospíchat	pospíchal
pospíšit	pospíšil
pospravovaný	pospravovaných
post	posty
pošta	poštách
pošta	poštou
pošta	poštu
pošta	pošty
postačit	nepostačí
postačit	nepostačila
postačit	postačí
postarat	postará
postarat	postaral
postarat	postarala
postátněný	postátněná
postava	postav
postava	postavách
postava	postavám
postava	postavě
postava	postavou
postava	postavu
postava	postavy
postávat	postává
postavení	postavením
postavený	postavené
postavený	postavení
postavička	postaviček
postavit	postav
postavit	postavě
postavit	postaven
postavit	postaveno
postavit	postaví
postavit	postavil
postavit	postavila
postavit	postavili
postavit	postavilo
postavit	postavily
postavit	postavte
postel	postele
postel	posteli
postel	postelí
postesk	posteskům
postěžovat	postěžoval
postihnout	postihl
postihnout	postihla
postihnout	postihly
postihnout	postihne
postihnout	postižen
postihnout	postiženi
postihnout	postiženy
postihovat	nepostihuji
postihovat	postihován
postihovat	postihují
postihující	postihujících
postilión	postilióna
postilión	postiliónovi
postiliónův	postiliónově
postiliónův	postiliónovi
postižený	postižené
postižený	postižení
postižený	postiženou
postižený	postižených
postižený	postiženým
postižený	postiženými
postkomunistický	postkomunistickém
postlat	postel
postlat	postele
postoj	postoje
postoj	postojem
postoj	postoji
postoj	postojů
postoupit	postoupil
postoupit	postoupila
postoupit	postoupili
poštovní	poštovních
postrádat	nepostrádal
postrádat	postrádá
postradatelný	nepostradatelné
postradatelný	nepostradatelnou
postradatelný	nepostradatelným
postrčit	postrčil
postrčit	postrčili
postřeh	postřehem
postřeh	postřehu
postřehnout	nepostřehl
postřehnout	nepostřehla
postřehnout	nepostřehne
postřehnout	postřehne
postřelený	postřelená
postřelit	postřelil
postsovětský	postsovětské
posttotalitní	posttotalitních
postup	postupem
postup	postupu
postup	postupů
postup	postupům
postup	postupy
postupný	postupné
postupný	postupném
postupný	postupným
postupovat	postupoval
postupovat	postupovala
postupovat	postupovali
postupovat	postupováno
postupovat	postupuje
postupovat	postupují
poštvat	poštváni
posun	posune
posunout	posune
posunout	posunul
posunout	posunula
posunout	posunulo
posunutý	posunutí
posunutý	posunutou
posuzovat	neposuzovat
posuzovat	posuzovali
posuzovat	posuzuje
posuzovat	posuzují
posuzující	posuzujícího
posvátný	posvátná
posvátný	posvátné
posvátný	posvátného
posvátný	posvátnou
posvátný	posvátným
posvěcený	posvěcené
posvěcený	posvěcených
posvěcený	posvěceným
posvěcený	posvěcenými
posvěcovat	posvěcuje
posvícený	posvícení
pot	potem
pot	potu
potápěč	potápěči
potažený	potažené
potencionální	potencionálních
potencionální	potencionálního
potěšený	potěšení
potěšit	nepotěší
potěšit	potěšen
potěšit	potěší
potěšit	potěšilo
potěšitelný	potěšitelné
potírat	potíral
potírat	potíráme
potíž	potíže
potíž	potížemi
potíž	potížím
potkat	potká
potkat	potkal
potkat	potkali
potkávat	potkává
potkávat	potkávají
potkávat	potkával
potlačený	potlačené
potlačený	potlačení
potlačit	potlačena
potlačit	potlačeno
potlačit	potlačeny
potlačit	potlačí
potlačit	potlačil
potlačitelný	nepotlačitelné
potlačovat	potlačuje
potlesk	potlesku
potloukat	potloukal
potomek	potomka
potomek	potomkové
potomstvo	potomstvu
potopa	potopě
potopený	potopené
potopený	potopeného
potopit	potopí
potopit	potopil
potopitelný	nepotopitelné
potrava	potravou
potravina	potravin
potravina	potravinách
potravina	potraviny
potravinářský	potravinářského
potřeba	potřeb
potřeba	potřebám
potřeba	potřebami
potřeba	potřebě
potřeba	potřebou
potřeba	potřebu
potřeba	potřeby
potřebný	nepotřebné
potřebný	nepotřebný
potřebný	potřebná
potřebný	potřebné
potřebný	potřebného
potřebný	potřebnou
potřebný	potřebných
potřebný	potřebným
potřebovat	nepotřeboval
potřebovat	nepotřebuje
potřebovat	nepotřebuji
potřebovat	potřeboval
potřebovat	potřebovali
potřebovat	potřebuje
potřebovat	potřebujeme
potřebovat	potřebuješ
potřebovat	potřebujete
potřebovat	potřebují
potrestaný	potrestaném
potrestat	nepotrestána
potrestat	potrestá
potrestat	potrestají
potrestat	potrestal
potrestat	potrestali
potrestat	potrestán
potrhaný	potrhaných
potrhaný	potrhanými
potřísněný	potřísněné
potřít	potřou
potrpět	potrpěla
potrpět	potrpěli
potrvat	nepotrvá
potrvat	potrvá
potulovat	potulovali
potulovat	potulují
potupný	potupné
potvora	potvoro
potvora	potvoru
potvora	potvory
potvrdit	nepotvrdil
potvrdit	nepotvrdila
potvrdit	potvrdí
potvrdit	potvrdil
potvrdit	potvrdila
potvrdit	potvrdili
potvrdit	potvrdilo
potvrdit	potvrzen
potvrdit	potvrzeno
potvrzení	potvrzením
potvrzený	potvrzení
potvrzovat	potvrzuje
potvrzovat	potvrzují
potyčka	potyčce
potýkat	potýkáme
poučený	poučení
poučit	poučeni
poučit	poučil
poučit	poučili
poučka	pouček
poučný	poučná
poučovat	poučuje
pouhý	pouhá
pouhý	pouhé
pouhý	pouhého
pouhý	pouhou
pouhý	pouhých
pouhý	pouhým
pouhý	pouhými
poukaz	poukazem
poukaz	poukazy
poukázat	poukázal
poukázat	poukázala
poukázat	poukáží
poukázka	poukázek
poukázka	poukázky
poukazování	poukazováním
poukazovat	poukazoval
poukazovat	poukazuje
Poul	Poulem
pouliční	pouličních
poušť	pouště
poušť	poušti
poušť	pouští
pouštět	nepouštělo
pouštět	nepouští
pouštět	pouští
poustevna	poustevny
poustevníkův	poustevníkova
poustevníkův	poustevníkovou
poustevníkův	poustevníkovu
poustevníkův	poustevníkových
pouštní	pouštního
pouštní	pouštním
pouť	poutích
poutat	poutá
poutat	poutala
poutník	poutníka
poutník	poutníků
pouto	pout
pouto	pouta
použít	nepoužije
použít	nepoužijí
použít	použije
použít	použiješ
použít	použil
použít	použila
použít	použili
použít	použilo
použít	použit
použít	použita
použít	použito
použít	použity
použitelný	nepoužitelná
použitelný	nepoužitelné
použití	použitím
použitý	nepoužité
použitý	použitého
použitý	použití
použitý	použitých
používající	používajícím
používat	nepoužívá
používat	nepoužíval
používat	nepoužívaly
používat	nepoužívat
používat	používá
používat	používají
používat	používal
používat	používali
používat	používalo
používat	používaly
používat	používáme
používat	používán
povadlý	povadlou
povaha	povahou
povaha	povahu
povaha	povahy
povaha	povaze
poválečný	poválečné
poválečný	poválečném
poválečný	poválečných
povalovat	povaluje
povážená	pováženou
povážený	pováženou
považovat	nepovažovala
považovat	nepovažuje
považovat	nepovažuji
považovat	považoval
považovat	považovala
považovat	považovali
považovat	považováni
považovat	považováno
považovat	považuje
považovat	považujeme
považovat	považuješ
považovat	považujete
považovat	považuji
považovat	považují
povážský	povážských
povečeřet	povečeřel
povědět	nepovím
povědět	pověděl
povědět	pověz
povědět	poví
povědět	povím
povědomý	povědomí
pověra	pověry
pověřený	pověření
pověřit	pověřen
pověřit	pověřena
pověřit	pověřeni
pověřit	pověří
pověřit	pověřila
pověřovací	pověřovacích
pověřovat	pověřuje
pověsit	pověšeni
pověsit	pověsí
pověsit	pověsil
pověsit	pověsili
pověsit	pověste
povést	povede
povést	povedlo
pověst	pověsti
pověst	pověstí
pověst	pověstmi
pověstný	pověstná
pověstný	pověstného
pověstný	pověstných
povídačka	povídačku
povídačka	povídačky
povídat	nepovídá
povídat	povídá
povídat	povídají
povídat	povídali
povídat	povídalo
povídat	povídám
povídat	povídáme
povídat	povídej
povídka	povídce
povídka	povídek
povídka	povídku
povídka	povídky
povinnost	povinnostech
povinnost	povinnostem
povinnost	povinnosti
povinnost	povinností
povinnost	povinnostmi
povinný	povinen
povinný	povinna
povinný	povinné
povinný	povinno
povinný	povinnou
povinný	povinnými
povívat	povíval
povlak	povlaku
povlečený	nepovlečená
povlečený	nepovlečené
povodí	povodím
povodit	povodím
povolat	povolal
povolat	povolán
povolat	povolána
povolený	nepovolené
povolený	povolené
povolený	povolení
povolený	povolených
povolit	nepovolila
povolit	povolen
povolit	povoleno
povolit	povoleny
povolit	povolí
povolit	povolila
povolit	povolilo
povolnost	povolností
povolovat	povolovali
povolovat	povolovaly
povolovat	povolují
povrch	povrchem
povrch	povrchu
povrchní	povrchními
povrchnost	povrchností
povšechný	povšechné
povšechný	povšechnou
povšimnout	nepovšimnut
povšimnutý	povšimnutí
povstalec	povstalci
povstalec	povstalců
povstalecký	povstalecké
povstalecký	povstaleckou
povstalecký	povstaleckých
povstat	povstali
povstat	povstaly
povstat	povstanou
povyražený	povyražení
povýšený	povýšení
povýšit	povýšen
povýšit	povýšil
povýšit	povýšilo
povytáhnout	povytáhl
povzbudit	povzbuzeni
povzbudivý	nepovzbudivých
povzbuzený	povzbuzení
povzbuzovat	povzbuzoval
povzbuzovat	povzbuzuje
povzbuzovat	povzbuzují
povzdech	povzdechem
povznášet	povznáší
povznesený	povznesení
powagnerovský	powagnerovská
powagnerovský	powagnerovské
powagnerovský	powagnerovského
powagnerovský	powagnerovském
powagnerovský	powagnerovskému
powagnerovský	powagnerovskou
powagnerovský	powagnerovských
powagnerovský	powagnerovským
powagnerovský	powagnerovskými
požádat	nepožádala
požádat	požádá
požádat	požádají
požádat	požádal
požádat	požádala
požádat	požádali
požádat	požádalo
požádat	požádán
požadavek	požadavcích
požadavek	požadavkem
požadavek	požadavku
požadavek	požadavků
požadavek	požadavkům
požadavek	požadavky
požadovaný	požadované
požadovat	požadoval
požadovat	požadovali
požadovat	požadovaly
požadovat	požadováno
požadovat	požaduje
požadovat	požadují
pozapomínat	pozapomínalo
požár	požáru
pozastavit	pozastavil
pozastavovat	nepozastavovali
pozastavovat	pozastavuje
pozbýt	pozbudou
pozdě	nejpozději
pozdě	později
pozdější	pozdějších
pozdější	pozdějšího
pozdější	pozdějším
pozdější	pozdějšími
pozdější	pozdějšímu
Pozdeň	Pozdní
pozdit	pozdě
pozdní	pozdních
pozdní	pozdního
pozdrav	pozdravu
pozdrav	pozdravy
pozdravit	pozdraví
pozdravit	pozdravil
pozdravovat	pozdravován
pozdravovat	pozdravuje
pozdvihnout	pozdvihl
pozdvihnout	pozdvihnou
požehnaný	požehnané
pozemek	pozemku
pozemek	pozemků
pozemek	pozemky
pozemkový	pozemkového
pozemní	pozemními
pozemský	pozemského
pozemšťan	pozemšťana
pozice	pozic
pozice	pozici
pozice	pozicích
požírat	požírá
požitek	požitky
požití	požitím
pozitivní	pozitivních
pozitivní	pozitivního
pozitivní	pozitivním
pozitivum	pozitiva
požitkářský	požitkářské
požívat	požívá
požívat	požívají
požívat	požíval
poživatelka	poživatelce
pozlacený	pozlacené
pozměnit	pozmění
pozměňovací	pozměňovacích
pozměňovat	pozměňoval
pozměňující	pozměňujícími
poznamenaný	poznamenaná
poznamenaný	poznamenané
poznamenat	poznamená
poznamenat	poznamenal
poznamenat	poznamenala
poznamenat	poznamenaly
poznamenat	poznamenejme
poznamenávat	poznamenává
poznamenávat	poznamenávají
poznámka	poznámce
poznámka	poznámek
poznámka	poznámkami
poznámka	poznámkou
poznámka	poznámku
poznámka	poznámky
poznání	nepoznání
poznaný	nepoznanému
poznaný	nepoznaný
poznaný	nepoznaných
poznat	nepozná
poznat	nepoznají
poznat	nepoznal
poznat	nepoznali
poznat	nepoznán
poznat	nepoznána
poznat	nepoznáni
poznat	pozná
poznat	poznají
poznat	poznal
poznat	poznala
poznat	poznali
poznat	poznalo
poznat	poznáme
poznat	poznán
poznat	poznav
poznatek	poznatků
poznatek	poznatky
poznávat	nepoznává
poznávat	poznává
poznávat	poznávají
poznávat	poznávajíc
poznávat	poznával
poznávat	poznáváme
pozor	pozoru
pozornost	pozornosti
pozorný	pozornýma
pozorovací	pozorovacím
pozorovaně	nepozorovaně
pozorovat	nepozorováno
pozorovat	pozoroval
pozorovat	pozorovala
pozorovat	pozorovali
pozorovat	pozoruje
pozorovat	pozoruji
pozorovatel	pozorovatele
pozorovatel	pozorovatelé
pozorovatel	pozorovateli
pozorovatel	pozorovatelů
pozorovatel	pozorovatelům
pozorovatelský	pozorovatelské
pozorovatelský	pozorovatelských
pozoruhodný	nejpozoruhodnější
pozoruhodný	pozoruhodná
pozoruhodný	pozoruhodné
pozoruhodný	pozoruhodnější
pozoruhodný	pozoruhodnou
pozoruhodný	pozoruhodných
pózovat	pózovaly
pozurážet	pozuráží
pozůstatek	pozůstatky
pozůstávat	pozůstávala
pozvaný	pozvanými
pozvat	pozval
pozvat	pozvala
pozvat	pozvali
pozvat	pozván
pozvat	pozve
pozvat	pozvou
pozvedat	pozvedá
pozvednout	pozvedl
pozvednout	pozvedla
pozvednutý	pozvednutí
pozvolný	pozvolné
pozvracet	pozvracel
požvýkat	požvýkal
prababička	prababičky
práce	prací
práce	práci
práce	pracích
prach	prachem
prach	prachu
prachatický	prachatická
prachy	prachům
pracna	pracně
pracovat	nepracuje
pracovat	pracoval
pracovat	pracovala
pracovat	pracovali
pracovat	pracovalo
pracovat	pracovaly
pracovat	pracuje
pracovat	pracuji
pracovat	pracují
pracovitý	pracovitým
pracovna	pracovně
pracovní	pracovních
pracovní	pracovního
pracovní	pracovním
pracovní	pracovními
pracovnice	pracovnici
pracovník	pracovníci
pracovník	pracovníků
pracovník	pracovníky
pracující	pracujících
pracující	pracujícího
pracující	pracujícím
pradávný	pradávných
praděd	praděda
praděd	pradědem
prádelna	prádelnu
prádlo	prádla
prádlo	prádle
prádlo	prádlem
Praga	Praze
pragmatik	pragmatiků
pragmatismus	pragmatismem
pragmatizmus	pragmatismem
pragocentrismus	pragocentrismu
pragocentrista	pragocentristé
práh	prahu
práh	prahy
Praha	Prahou
Praha	Prahu
Praha	Prahy
Praha	Praze
praještěr	praještěrů
prak	pracích
prak	praku
praktický	nepraktické
praktický	praktická
praktický	praktické
praktický	praktického
praktický	praktickou
praktický	praktických
praktičnost	praktičnosti
praktik	praktiky
praktika	praktiky
praktikábl	praktikábly
praktikovat	praktikovaly
praktikovat	praktikují
praktikum	praktiky
prales	pralesa
prales	pralese
prales	pralesích
pramen	pramene
pramen	pramenem
pramen	prameni
pramen	pramenů
pramen	prameny
pramenit	pramení
pramenit	pramenila
přání	přáním
pranýř	pranýři
praotec	praotce
prapor	praporem
prapor	praporů
prapor	prapory
praporek	praporkama
prapředek	prapředků
prase	prasat
prášek	prášků
praskat	praskalo
praskat	praskaly
prasknout	praskne
prasknutý	prasknutí
prastarý	prastarými
praštit	praštil
prát	pera
prát	pere
prát	peru
prát	prací
prát	pracích
prát	prala
prát	prali
přát	nepřál
přát	nepřeje
přát	nepřejí
přát	přál
přát	přála
přát	přáli
přát	přáno
přát	přeje
přát	přeji
přát	přejí
přátelit	nepřátel
přátelit	nepřátele
přátelit	přátel
přátelit	přátele
přátelit	přátelil
přátelský	nepřátelská
přátelský	nepřátelské
přátelský	nepřátelském
přátelský	nepřátelský
přátelský	přátelské
přátelský	přátelského
přátelský	přátelským
přátelství	přátelstvím
Prátr	Prátru
pratvar	pratvarů
pravda	pravdami
pravda	pravdě
pravda	pravdou
Pravda	Pravdovi
pravda	pravdu
pravda	pravdy
pravděpodobnost	pravděpodobnosti
pravděpodobnost	pravděpodobností
pravděpodobný	nejpravděpodobnější
pravděpodobný	nepravděpodobné
pravděpodobný	nepravděpodobnou
pravděpodobný	pravděpodobná
pravděpodobný	pravděpodobné
pravděpodobný	pravděpodobnější
pravdivost	pravdivosti
pravdivost	pravdivostí
pravdivý	nepravdivá
pravdivý	pravdivá
pravdivý	pravdivé
pravdivý	pravdivou
pravdivý	pravdivými
Pravdův	Pravdovi
pravěk	pravěku
právem	neprávem
pravice	pravici
pravicový	pravicová
pravicový	pravicové
pravicový	pravicových
pravidelně	nepravidelně
pravidelnost	nepravidelnosti
pravidelný	nepravidelné
pravidelný	nepravidelném
pravidelný	nepravidelný
pravidelný	nepravidelným
pravidelný	pravidelné
pravidelný	pravidelného
pravidelný	pravidelnou
pravidelný	pravidelných
pravidelný	pravidelnými
pravidlo	pravidel
pravidlo	pravidla
pravidlo	pravidlům
pravidlo	pravidly
pravit	nepraví
pravit	praví
pravit	pravil
pravit	pravilo
právní	právních
právní	právního
právní	právním
právnický	právnickou
právník	právníci
právník	právníků
právník	právníky
právo	práv
právo	práva
právo	právech
právo	právem
právo	právu
právo	právy
pravomoc	pravomoce
pravomoc	pravomoci
pravomoc	pravomocí
pravomocný	pravomocné
pravomocný	pravomocným
právoplatný	právoplatným
pravoslavný	pravoslavné
pravoslavný	pravoslavných
pravoslavný	pravoslavným
pravost	nepravosti
pravověrný	nepravověrná
pravověrný	nepravověrné
pravověrný	pravověrná
pravověrný	pravověrné
pravověrný	pravověrnému
pravověrný	pravověrní
pravý	nepraví
pravý	nepravým
pravý	pravá
pravý	pravé
pravý	pravého
pravý	pravém
pravý	pravému
pravý	praví
pravý	pravou
pravý	pravým
pravý	pravými
praxe	praxi
praxe	praxí
Pražák	Pražákům
Pražan	Pražané
Pražan	Pražanů
prázdno	prázdna
prázdnota	prázdnotu
prázdnota	prázdnoty
prázdný	nejprázdnější
prázdný	prázdna
prázdný	prázdná
prázdný	prázdné
prázdný	prázdného
prázdný	prázdno
prázdný	prázdnou
prázdný	prázdnými
pražený	pražené
pražit	pražilo
pražský	pražská
pražský	pražské
pražský	pražského
pražský	pražském
pražský	pražskému
pražský	pražskou
pražský	pražských
pražský	pražským
pražský	pražští
prcek	prcka
prchat	prchá
prchat	prchaje
prchat	prchají
prchat	prchal
prchavý	prchavým
prchnout	prchla
prchnout	prchne
prchnout	prchnou
pře	při
přebásněný	přebásnění
přebírat	přebírá
přebírat	přebírala
přebírat	přebírám
přebolet	přebolela
přebrat	přebral
přebudovat	přebudoval
přebudovávat	přebudováváme
přebytečný	přebytečných
přebytek	přebytkem
přebytek	přebytku
přebytek	přebytky
přece	přec
přece	přeci
precendent	precendentu
přeceňovat	nepřeceňuje
přečetný	přečetné
přecházet	nepřecházela
přecházet	nepřechází
přecházet	přecházejí
přecházet	přecházel
přecházet	přecházela
přecházet	přecházelo
přecházet	přecházely
přecházet	přechází
přechod	přechodech
přechod	přechodem
přechod	přechodu
přechod	přechody
přechodný	přechodné
přechodný	přechodného
přechodný	přechodném
přechovávání	přechováváním
přechovávat	přechovávány
přečin	přečiny
přečíst	nepřečetl
přečíst	přečetl
přečíst	přečetla
přečíst	přečte
přečíst	přečtete
přečíst	přečtu
přecitlivělost	přecitlivělostí
přecpaný	přecpané
přecpaný	přecpanou
přečtený	přečtené
přečtený	přečtení
před	přede
předák	předáci
předat	nepředal
předat	předá
předat	předají
předat	předal
předat	předala
předat	předaly
předávací	předávacích
předávací	předávacího
předávat	nepředává
předávat	nepředávat
předávat	předává
předávat	předávají
předávat	předávám
předběžný	předběžné
předběžný	předběžného
předběžný	předběžnou
předběžný	předběžných
předbřeznový	předbřeznových
předčasný	předčasné
předčasný	předčasným
předcházející	předcházejících
předcházející	předcházejícího
předcházející	předcházejícím
předcházet	nepředcházelo
předcházet	předcházela
předcházet	předcházely
předcházet	předchází
předcházet	předcházíme
předchozí	předchozích
předchozí	předchozího
předchozí	předchozím
předchozí	předchozími
předchozí	předchozímu
předchůdce	předchůdcem
předchůdce	předchůdci
předchůdce	předchůdcích
předchůdce	předchůdců
předčit	předčily
předčítat	předčítal
předehra	předeher
předehra	předehře
předehra	předehrou
předehra	předehru
předehra	předehry
předejít	předejde
předejít	předešlo
předek	předcích
předek	předkové
předek	předků
předělat	předělá
předělávka	předělávky
předešlý	předešlém
předešlý	předešlých
předhitlerovský	předhitlerovská
předhitlerovský	předhitlerovské
předhitlerovský	předhitlerovského
předhitlerovský	předhitlerovském
předhitlerovský	předhitlerovskému
předhitlerovský	předhitlerovskou
předhitlerovský	předhitlerovských
předhitlerovský	předhitlerovským
předhitlerovský	předhitlerovskými
předhodit	předhodili
předjednat	předjednali
předjet	předjel
předjímat	předjímá
předkládat	předkládá
předkládat	předkládají
předkládat	předkládán
předkládat	předkládány
předkladatel	předkladatele
předkladatel	předkladatelé
předkladatel	předkladatelů
předklon	předklonu
předklonit	předklonila
předkolo	předkoly
předloha	předloh
předloha	předlohám
předloha	předlohou
předloha	předlohu
předloha	předlohy
předloha	předloze
předloktí	předloktím
předložený	nepředloženého
předložený	nepředložený
předložený	předložené
předložený	předloženého
předložený	předloženou
předložený	předložených
předložit	předložen
předložit	předložena
předložit	předloženo
předložit	předloženy
předložit	předloží
předložit	předložil
předložit	předložila
předložit	předložili
předložit	předložíme
předložit	předložte
předluženost	předluženosti
předmět	předmětech
předmět	předmětem
předmět	předmětu
předmět	předmětů
předmět	předměty
předminulý	předminulého
předmluva	předmluvě
přednášející	přednášejících
přednášet	přednášel
přednášet	přednáší
přednáška	přednášce
přednáška	přednáškách
přednáška	přednáškami
přednáška	přednášky
přednes	přednese
přednes	přednesu
přednést	přednes
přednést	přednese
přednést	přednesl
přednést	přednesla
přednést	přednesu
přední	nejpřednější
přední	předních
přední	předního
přední	předními
přednost	přednosti
přednost	předností
přednosta	přednostou
přednosta	přednosty
předobraz	předobrazem
předolympijský	předolympijské
předoucí	předoucích
předpis	předpisech
předpis	předpisem
předpis	předpisu
předpis	předpisů
předpis	předpisy
předplatné	předplatným
předplatný	předplatným
předpojatě	nepředpojatě
předpoklad	předpokladem
předpoklad	předpokladu
předpoklad	předpokladů
předpoklad	předpokladům
předpoklad	předpoklady
předpokládaný	předpokládané
předpokládaný	předpokládaného
předpokládaný	předpokládaným
předpokládat	nepředpokládá
předpokládat	předpokládá
předpokládat	předpokládal
předpokládat	předpokládali
předpokládat	předpokládalo
předpokládat	předpokládaly
předpokládat	předpokládám
předpokládat	předpokládáme
předpokládat	předpokládán
předpokládat	předpokládáš
předpokládat	předpokládejme
předpona	předponami
předpona	předponou
předpověď	předpovědi
předpověděný	předpověděným
předpovědět	předpověděl
předpovědět	předpověděla
předpovědět	předpověděno
předpovědět	předpovíme
předpovídat	předpovídá
předpovídat	předpovídají
předpovídat	předpovídal
předprivatizační	předprivatizačním
předříkávat	předříkával
předseda	předsedou
předseda	předsedovi
předseda	předsedu
předseda	předsedů
předseda	předsedy
předsedat	předsedá
předsedat	předsedalo
předsedkyně	předsedkyni
předsednictvo	předsednictev
předsednictvo	předsednictva
předsednictvo	předsednictvech
předsednictvo	předsednictvem
předsednictvo	předsednictvu
předsednictvo	předsednictvy
předsedův	předsedovi
předsevzetí	předsevzetích
předsevzít	předsevzali
předsilvestrovský	předsilvestrovskou
předsíň	předsíně
předsíň	předsíni
představa	představ
představa	představách
představa	představě
představa	představou
představa	představu
představa	představy
představení	představeních
představení	představením
představenstvo	představenstev
představenstvo	představenstva
představenstvo	představenstvu
představený	představenému
představený	představení
představit	představ
představit	představen
představit	představí
představit	představil
představitel	představitele
představitel	představitelé
představitel	představitelem
představitel	představiteli
představitel	představitelů
představitel	představitelům
představitelně	nepředstavitelně
představitelný	nepředstavitelná
představitelný	nepředstavitelné
představitelný	nepředstavitelným
představitelný	představitelná
představitelný	představitelnou
představivost	představivosti
představovaný	představované
představovat	nepředstavoval
představovat	nepředstavuji
představovat	představoval
představovat	představovala
představovat	představovali
představovat	představovalo
představovat	představuje
představovat	představujeme
představovat	představuješ
představovat	představujete
představovat	představují
předstih	předstihem
předstihnout	předstihla
předstihnout	předstižena
předstírání	předstíráním
předstíraný	předstírané
předstíraný	předstíranému
předstírat	nepředstíraly
předstírat	předstírá
předstírat	předstíraje
předstírat	předstírají
předstírat	předstírajíce
předstírat	předstíral
předstírat	předstírala
předstírat	předstírali
předstírat	předstíraly
předstoupit	předstoupí
předsudek	předsudky
předtištěný	předtištěné
předtucha	předtuše
předurčený	předurčenou
předurčit	předurčeni
předurčit	předurčeno
